,County_Code,Policy_Effective_Year,Total_Policy_Insurance_Cost,Units_Per_Policy,Building_Limits_Purchased,Contents_Limits_Purchased,Policy_Insurance_Premium,Policy_Sold_Count
604,48335,2019,669.5714285714286,7.0,986200.0,340000.0,504.57142857142856,7
605,48335,2020,587.8333333333334,6.0,980000.0,380000.0,422.3333333333333,6
606,48337,2018,1107.3333333333333,84.0,13083700.0,3812700.0,842.202380952381,84
607,48337,2019,1146.289156626506,83.0,13480200.0,4024400.0,875.0722891566265,83
608,48337,2020,1222.126582278481,79.0,12244900.0,3584500.0,925.4050632911392,79
609,48337,2021,1282.0833333333333,12.0,2420000.0,745500.0,980.6666666666666,12
610,48339,2018,582.4074136195908,29849.0,6629830300.0,2605167300.0,440.96564911103656,29810
611,48339,2019,606.6650297310889,33842.0,7631531600.0,3017969400.0,463.1947164452859,33803
612,48339,2020,639.5524571303347,36545.0,8329663700.0,3317710700.0,481.24152194159865,36506
613,48339,2021,742.0514228657014,6018.0,1384497000.0,534229200.0,560.562656015976,6009
614,48341,2018,1351.0,10.0,848000.0,112000.0,1013.9,10
615,48341,2019,1340.4,10.0,880000.0,112000.0,1024.3,10
616,48341,2020,2003.0,8.0,640300.0,0.0,1547.125,8
617,48341,2021,1995.0,3.0,271000.0,0.0,1563.6666666666667,3
618,48343,2018,906.9130434782609,23.0,2192500.0,478300.0,711.0434782608696,23
619,48343,2019,1110.0,19.0,2067400.0,382400.0,893.0526315789474,19
620,48343,2020,859.5882352941177,17.0,1744400.0,437300.0,663.8823529411765,17
621,48343,2021,984.0,4.0,254500.0,12000.0,727.75,4
622,48347,2018,1123.4419889502763,181.0,37848900.0,11743700.0,825.3812154696133,181
623,48347,2019,1187.2359550561798,178.0,38619900.0,11615900.0,885.185393258427,178
624,48347,2020,1184.017543859649,171.0,39232400.0,11417200.0,861.8070175438596,171
625,48347,2021,947.4137931034483,29.0,5020700.0,2080800.0,658.551724137931,29
626,48349,2018,1173.815,200.0,33987500.0,10922100.0,907.625,200
627,48349,2019,1248.3908045977012,174.0,30385200.0,9924900.0,963.7701149425287,174
628,48349,2020,1364.0806451612902,186.0,33078800.0,10615300.0,1052.994623655914,186
629,48349,2021,1636.5192307692307,52.0,9822800.0,2242000.0,1264.6538461538462,52
630,48351,2018,728.596875,640.0,66177600.0,20501300.0,621.353125,640
631,48351,2019,792.7912371134021,388.0,55826600.0,20154300.0,625.5618556701031,388
632,48351,2020,857.2868020304569,394.0,60935100.0,23102200.0,651.3832487309645,394
633,48351,2021,896.5774647887324,71.0,9422800.0,3720000.0,681.9718309859155,71
634,48353,2018,1470.474358974359,78.0,9054200.0,961700.0,1155.525641025641,78
635,48353,2019,1386.2972972972973,74.0,9192100.0,933500.0,1084.2702702702702,74
636,48353,2020,1413.9420289855072,69.0,8715600.0,1119200.0,1105.6521739130435,69
637,48353,2021,1352.235294117647,17.0,2189700.0,388800.0,1019.9411764705883,17
638,48355,2018,882.7587947157489,32157.0,6204027700.0,2016380400.0,642.1309188065904,26948
639,48355,2019,943.8696005888506,31090.0,6103684900.0,1949423600.0,693.4662379421222,25813
640,48355,2020,992.3278810685943,32379.0,6493735700.0,2038855900.0,719.1591713551176,26839
641,48355,2021,1219.4118969746526,6316.0,1256810800.0,352723700.0,884.073385118561,4892
642,48357,2018,1005.0,1.0,76000.0,0.0,613.0,1
643,48357,2019,1015.0,1.0,76000.0,0.0,622.0,1
644,48357,2020,1026.0,1.0,76000.0,0.0,631.0,1
645,48361,2018,699.4140154772141,13956.0,2585276400.0,1022856800.0,537.6314846660935,13956
646,48361,2019,746.7342783684247,14391.0,2750461700.0,1090309400.0,578.0331457160726,14391
647,48361,2020,809.1053621825024,15945.0,3150043600.0,1270239900.0,610.9595484477893,15945
648,48361,2021,885.3498713708195,2721.0,538625500.0,210216700.0,661.3160602719588,2721
649,48363,2018,1084.0,196.0,30926100.0,10762600.0,778.6479591836735,196
650,48363,2019,950.1666666666666,198.0,34194200.0,12316700.0,665.8484848484849,198
651,48363,2020,1025.5628415300546,183.0,32924100.0,11513400.0,723.1420765027323,183
652,48363,2021,1454.0294117647059,34.0,6690300.0,1806500.0,1080.764705882353,34
653,48365,2018,492.0,11.0,1625000.0,630000.0,358.8181818181818,11
654,48365,2019,530.6,10.0,1400000.0,540000.0,389.8,10
655,48365,2020,537.6923076923077,13.0,1900000.0,740000.0,393.6923076923077,13
656,48365,2021,572.0,1.0,250000.0,100000.0,442.0,1
657,48367,2018,987.6064735945486,587.0,106256200.0,29371400.0,768.5792163543441,587
658,48367,2019,1048.9214285714286,560.0,109227700.0,29903100.0,815.0232142857143,560
659,48367,2020,1079.6835443037974,553.0,109456800.0,30375700.0,832.3471971066908,553
660,48367,2021,1040.969465648855,131.0,25470400.0,7371700.0,782.9694656488549,131
661,48369,2018,4079.0,2.0,185000.0,40000.0,3384.0,2
662,48369,2019,688.0,1.0,35000.0,10000.0,533.0,1
663,48369,2020,737.0,1.0,35000.0,10000.0,561.0,1
664,48371,2018,1694.6923076923076,13.0,1339900.0,130800.0,1334.923076923077,13
665,48371,2019,1904.5555555555557,9.0,1099800.0,130800.0,1571.6666666666667,9
666,48371,2020,2225.0,11.0,1436800.0,200800.0,1797.6363636363637,11
667,48371,2021,1538.5,2.0,183800.0,20800.0,1240.5,2
668,48373,2018,879.9749340369393,758.0,132124300.0,39711700.0,635.5277044854881,758
669,48373,2019,943.9312242090784,735.0,133640600.0,41584600.0,682.4112792297111,727
670,48373,2020,984.6754143646409,732.0,141084200.0,43397900.0,694.0372928176796,724
671,48373,2021,982.1986754966888,159.0,30755600.0,10446800.0,689.6092715231788,151
672,48375,2018,1297.5588235294117,204.0,31496800.0,10425200.0,1000.6029411764706,204
673,48375,2019,1453.0698924731182,186.0,30203400.0,12181400.0,1137.1774193548388,186
674,48375,2020,1704.9071038251366,183.0,32667900.0,12323000.0,1328.2513661202186,183
675,48375,2021,1502.6851851851852,54.0,10137400.0,4188400.0,1149.7037037037037,54
676,48377,2018,2049.9333333333334,15.0,2411700.0,422700.0,1684.0666666666666,15
677,48377,2019,2065.4285714285716,14.0,2755500.0,542200.0,1684.2857142857142,14
678,48377,2020,2687.0,13.0,2835200.0,362200.0,2172.4615384615386,13
679,48377,2021,7300.0,1.0,500000.0,0.0,5932.0,1
680,48379,2018,806.4705882352941,17.0,2861100.0,850000.0,600.3529411764706,17
681,48379,2019,552.0769230769231,13.0,2263100.0,802500.0,398.15384615384613,13
682,48379,2020,662.6,10.0,1550800.0,492500.0,450.5,10
683,48379,2021,3691.5,4.0,1070000.0,232500.0,2974.5,4
684,48381,2018,918.2265446224256,437.0,77959200.0,24054000.0,699.4713958810069,437
685,48381,2019,957.0600961538462,416.0,74350000.0,22767100.0,734.3269230769231,416
686,48381,2020,1038.1021505376343,372.0,68000200.0,20345300.0,783.1881720430108,372
687,48381,2021,1176.1875,80.0,15697800.0,4853400.0,886.4625,80
688,48383,2018,126.0,1.0,0.0,12000.0,66.0,1
689,48385,2018,938.3626373626373,182.0,29658500.0,7384700.0,641.0769230769231,182
690,48385,2019,1024.021505376344,186.0,31011900.0,7678200.0,712.6612903225806,186
691,48385,2020,991.020618556701,194.0,34101900.0,8806100.0,673.6340206185567,194
692,48385,2021,1375.3333333333333,39.0,6738100.0,1357300.0,1011.5641025641025,39
693,48387,2018,2572.0,2.0,444000.0,471000.0,1986.5,2
694,48387,2019,2241.0,3.0,534000.0,471000.0,1760.3333333333333,3
695,48387,2020,2510.6666666666665,3.0,534000.0,471000.0,1964.3333333333333,3
696,48387,2021,3735.0,1.0,44000.0,21000.0,2911.0,1
697,48389,2018,1517.1666666666667,18.0,2325400.0,1167000.0,1182.2222222222222,18
698,48389,2019,1620.75,20.0,2896700.0,1167600.0,1271.35,20
699,48389,2020,1776.9375,16.0,2473700.0,1295000.0,1406.1875,16
700,48389,2021,1571.2,5.0,424000.0,90000.0,1153.4,5
701,48391,2018,636.7266666666667,150.0,26377400.0,10044600.0,450.82666666666665,150
702,48391,2019,654.695652173913,138.0,24883900.0,9711900.0,471.7173913043478,138
703,48391,2020,698.8794326241135,141.0,26034400.0,10061900.0,503.56028368794324,141
704,48391,2021,929.7142857142857,28.0,4523800.0,1925700.0,662.8928571428571,28
705,48395,2018,1422.125,160.0,25203900.0,8016000.0,1115.10625,160
706,48395,2019,1497.9689440993789,161.0,23943000.0,6806600.0,1182.2173913043478,161
707,48395,2020,1530.9605263157894,152.0,23338400.0,6924400.0,1201.4144736842106,152
708,48395,2021,1699.8048780487804,41.0,6542300.0,1430700.0,1317.4146341463415,41
709,48397,2018,723.6351351351351,296.0,66500300.0,22678200.0,548.4290540540541,296
710,48397,2019,746.3856655290102,293.0,67748400.0,22991300.0,568.6723549488055,293
711,48397,2020,847.432055749129,287.0,67596300.0,21617100.0,641.3519163763066,287
712,48397,2021,952.65625,64.0,14923000.0,5505100.0,725.671875,64
713,48399,2018,1677.2068965517242,29.0,4195500.0,1133900.0,1284.7586206896551,29
714,48399,2019,1442.6666666666667,27.0,3496400.0,621700.0,1071.0740740740741,27
715,48399,2020,1489.0555555555557,18.0,2555000.0,613800.0,1091.9444444444443,18
716,48399,2021,1287.4,5.0,845000.0,90000.0,921.6,5
717,48401,2018,956.05,80.0,14679900.0,4005800.0,734.1,80
718,48401,2019,956.3076923076923,78.0,14723000.0,4178800.0,740.1153846153846,78
719,48401,2020,1156.1097560975609,82.0,15616800.0,3928300.0,894.9878048780488,82
720,48401,2021,1419.304347826087,23.0,3328700.0,829400.0,1097.6521739130435,23
721,48403,2018,1236.2,5.0,1069900.0,719700.0,866.2,5
722,48403,2019,1311.6,5.0,1069900.0,719700.0,931.8,5
723,48403,2020,1443.0,5.0,1069900.0,719700.0,985.4,5
724,48403,2021,797.0,1.0,250000.0,100000.0,442.0,1
725,48405,2018,1014.4722222222222,36.0,4591400.0,1375100.0,730.0277777777778,36
726,48405,2019,1370.1470588235295,34.0,5205600.0,1951300.0,1035.4705882352941,34
727,48405,2020,1407.6842105263158,38.0,5653300.0,2025000.0,1051.0526315789473,38
728,48405,2021,1934.25,12.0,1253100.0,522200.0,1467.9166666666667,12
729,48407,2018,751.894280762565,577.0,85448600.0,24712200.0,585.1698440207972,577
730,48407,2019,781.4058823529411,510.0,86993000.0,26921700.0,591.1098039215686,510
731,48407,2020,894.0971302428256,453.0,88020940.0,28286600.0,644.3995584988962,453
732,48407,2021,864.6875,112.0,21884900.0,7393200.0,624.3303571428571,112
733,48409,2018,733.4426898992649,3684.0,707888800.0,265345700.0,536.9877484345222,3673
734,48409,2019,794.5435168738899,3400.0,677732100.0,252321400.0,589.283007696862,3378
735,48409,2020,821.9888220120379,3489.0,715400100.0,262277000.0,600.0014330753797,3489
736,48409,2021,1125.5038402457758,651.0,132858300.0,45189300.0,862.5284178187404,651
737,48411,2018,1126.975,40.0,4004300.0,743300.0,847.8,40
738,48411,2019,1298.3818181818183,55.0,5603500.0,954800.0,1004.1454545454545,55
739,48411,2020,1246.4,40.0,4074400.0,864400.0,943.625,40
740,48411,2021,932.6,5.0,413800.0,80000.0,731.0,5
741,48413,2018,589.5,2.0,285000.0,100000.0,360.5,2
742,48413,2019,847.5,2.0,70000.0,10000.0,476.0,2
743,48413,2020,787.0,1.0,35000.0,0.0,413.0,1
744,48415,2018,3484.1428571428573,21.0,3830700.0,1478500.0,2814.095238095238,21
745,48415,2019,1795.111111111111,18.0,2867100.0,575000.0,1350.8333333333333,18
746,48415,2020,1786.3076923076924,13.0,2207400.0,555000.0,1355.6153846153845,13
747,48415,2021,2406.5,4.0,787000.0,165000.0,1838.25,4
748,48417,2018,912.08,25.0,1919900.0,346000.0,646.16,25
749,48417,2019,1161.0,24.0,1834300.0,261500.0,850.375,24
750,48417,2020,1635.5,28.0,2015600.0,202900.0,1222.0,28
751,48417,2021,1283.6,5.0,566100.0,112300.0,990.4,5
752,48419,2018,721.0416666666666,24.0,2620900.0,803300.0,580.125,24
753,48419,2019,934.0,21.0,2976200.0,920100.0,720.3333333333334,21
754,48419,2020,963.2173913043479,23.0,2774600.0,795700.0,725.2173913043479,23
755,48419,2021,1144.0,5.0,326900.0,58200.0,872.0,5
756,48423,2018,936.8478873239436,710.0,156019300.0,48099400.0,718.0887323943662,710
757,48423,2019,932.6521739130435,667.0,150992300.0,48062200.0,717.3478260869565,667
758,48423,2020,942.1477611940298,670.0,156211300.0,48230700.0,712.655223880597,670
759,48423,2021,899.2602739726027,146.0,32811700.0,10165000.0,671.4520547945206,146
760,48425,2018,2117.35,60.0,10406500.0,1848900.0,1692.2666666666667,60
761,48425,2019,2726.4727272727273,55.0,9853700.0,2037000.0,2230.2909090909093,55
762,48425,2020,2347.0408163265306,49.0,8511800.0,1615000.0,1848.3673469387754,49
763,48425,2021,867.1,10.0,1133700.0,205500.0,499.5,10
764,48427,2018,1141.411214953271,214.0,36712400.0,12709200.0,874.5233644859813,214
765,48427,2019,1217.5049504950496,202.0,36052500.0,12360400.0,945.1683168316831,202
766,48427,2020,1192.8440366972477,218.0,37533900.0,13698100.0,916.4633027522935,218
767,48427,2021,2097.9411764705883,34.0,7114800.0,2784100.0,1649.735294117647,34
768,48429,2018,1225.4453781512605,119.0,13113800.0,1895000.0,966.5378151260504,119
769,48429,2019,1417.4224137931035,116.0,17446600.0,1858400.0,1107.4827586206898,116
770,48429,2020,1424.43,100.0,15937200.0,1525300.0,1092.29,100
771,48429,2021,1405.7857142857142,28.0,6728800.0,421900.0,1048.357142857143,28
772,48431,2020,1410.0,1.0,113000.0,0.0,1131.0,1
773,48435,2018,1263.388888888889,36.0,3989300.0,1529900.0,959.0833333333334,36
774,48435,2019,1000.075,40.0,4411800.0,1772500.0,755.45,40
775,48435,2020,1038.6764705882354,34.0,3889200.0,921000.0,770.3529411764706,34
776,48435,2021,1174.4615384615386,13.0,1521900.0,480800.0,876.4615384615385,13
777,48437,2018,925.2142857142857,14.0,913700.0,30000.0,687.2857142857143,14
778,48437,2019,1012.75,16.0,1105500.0,30000.0,767.875,16
779,48437,2020,1077.9375,16.0,1110200.0,70000.0,815.875,16
780,48437,2021,1761.2,5.0,344200.0,0.0,1314.6,5
781,48439,2018,991.8211832750934,8480.0,1790986100.0,537813400.0,761.8680563923364,8299
782,48439,2019,1039.7399200871776,8432.0,1816230900.0,548813200.0,804.3202566896719,8259
783,48439,2020,1187.109470138619,7950.0,1742694400.0,528038300.0,919.018914367146,7719
784,48439,2021,1164.23713033954,1896.0,400316800.0,119491100.0,895.9145673603505,1826
785,48441,2018,1229.1789627465303,2801.0,436915500.0,82826500.0,943.8780131482835,2738
786,48441,2019,1212.9868744872847,2501.0,395092400.0,76081100.0,935.1899097621001,2438
787,48441,2020,1290.1982942430704,2408.0,402022300.0,68955100.0,982.4473347547975,2345
788,48441,2021,1193.3410214168039,607.0,95777600.0,22582300.0,902.9555189456343,607
789,48443,2018,450.0,1.0,250000.0,100000.0,348.0,1
790,48443,2019,482.0,2.0,500000.0,200000.0,376.0,2
791,48443,2020,482.0,2.0,500000.0,200000.0,376.0,2
792,48443,2021,441.0,1.0,100000.0,40000.0,331.0,1
793,48445,2018,1414.421052631579,19.0,2648000.0,670000.0,1045.6842105263158,19
794,48445,2019,1258.9,20.0,2295000.0,520000.0,926.05,20
795,48445,2020,1370.5333333333333,15.0,2029400.0,570000.0,1014.8,15
796,48445,2021,1767.5,2.0,235000.0,0.0,1434.5,2
797,48447,2018,645.0,2.0,70000.0,20000.0,496.0,2
798,48447,2019,662.0,1.0,35000.0,10000.0,510.0,1
799,48447,2020,704.0,1.0,35000.0,10000.0,533.0,1
800,48449,2018,1140.75,32.0,6449300.0,2811200.0,887.5625,32
801,48449,2019,927.3421052631579,38.0,7847000.0,3020400.0,692.0526315789474,38
802,48449,2020,700.6486486486486,37.0,7886000.0,2739400.0,491.8918918918919,37
803,48449,2021,839.8333333333334,6.0,1319000.0,388600.0,595.1666666666666,6
804,48451,2018,1001.9602076124568,578.0,109536900.0,28484600.0,769.9429065743944,578
805,48451,2019,1193.095652173913,575.0,109542200.0,29862100.0,935.1495652173913,575
806,48451,2020,1120.9711191335741,554.0,107093300.0,28884900.0,858.0234657039712,554
807,48451,2021,1315.6583333333333,120.0,24271000.0,6276800.0,1012.425,120
808,48453,2018,977.7643545683152,11349.0,2155985900.0,607652100.0,740.2336546521375,9544
809,48453,2019,1026.0312301503282,11521.0,2280074600.0,619098800.0,782.0110099513022,9446
810,48453,2020,1100.0411170651278,12314.0,2462224200.0,645677500.0,828.7407254740314,9704
811,48453,2021,1344.7581985133363,2751.0,584034200.0,144856300.0,1023.7328377787494,2287
812,48455,2018,854.5714285714286,35.0,2368600.0,1044300.0,579.7428571428571,35
813,48455,2019,947.9444444444445,36.0,2815300.0,1204200.0,654.6388888888889,36
814,48455,2020,990.175,40.0,2830300.0,1224500.0,685.55,40
815,48455,2021,1121.4,15.0,1105000.0,600000.0,761.1333333333333,15
816,48457,2018,733.5436893203884,206.0,25426000.0,7323500.0,603.2038834951456,206
817,48457,2019,798.9252873563219,174.0,25238100.0,8005400.0,645.8678160919541,174
818,48457,2020,857.9606299212599,127.0,22866400.0,8236000.0,642.8267716535433,127
819,48457,2021,928.6521739130435,23.0,3396300.0,1149800.0,682.3913043478261,23
820,48459,2018,913.1,30.0,5170100.0,2035100.0,669.7333333333333,30
821,48459,2019,1075.642857142857,28.0,5554300.0,2102000.0,825.9642857142857,28
822,48459,2020,1161.3214285714287,28.0,5813300.0,2018000.0,889.6071428571429,28
823,48459,2021,1521.090909090909,11.0,1668000.0,395000.0,1125.8181818181818,11
824,48463,2018,1217.5186170212767,376.0,53264900.0,10923200.0,863.9521276595744,376
825,48463,2019,1246.9393063583816,346.0,47748200.0,9870400.0,896.4046242774566,346
826,48463,2020,1317.948087431694,366.0,49092600.0,10496100.0,940.8032786885246,366
827,48463,2021,1393.7777777777778,99.0,10671500.0,1785100.0,995.2727272727273,99
828,48465,2018,1271.77734375,256.0,42331800.0,16417100.0,981.5546875,256
829,48465,2019,1372.0246913580247,243.0,41825200.0,15481000.0,1070.6172839506173,243
830,48465,2020,1390.7011494252874,261.0,43497700.0,15523800.0,1065.697318007663,261
831,48465,2021,1231.6166666666666,60.0,8859900.0,2203300.0,952.6333333333333,60
832,48467,2018,984.1835443037975,158.0,23265500.0,6426500.0,708.0759493670886,158
833,48467,2019,1110.8275862068965,145.0,21721700.0,5990600.0,826.2758620689655,145
834,48467,2020,1155.077922077922,154.0,23549900.0,6130300.0,854.4285714285714,154
835,48467,2021,1774.4054054054054,37.0,6475400.0,1782800.0,1395.6756756756756,37
836,48469,2018,754.7637690776377,1507.0,305739200.0,111153700.0,572.2163238221632,1507
837,48469,2019,802.7408963585434,1428.0,295424000.0,108681700.0,613.795518207283,1428
838,48469,2020,857.745872218234,1393.0,295259700.0,110184700.0,646.4673366834171,1393
839,48469,2021,1127.633027522936,218.0,46965200.0,18128300.0,868.5229357798165,218
840,48471,2018,769.4342431761787,403.0,75417000.0,26814700.0,566.9478908188586,403
841,48471,2019,800.9303944315545,431.0,84003000.0,29047800.0,599.8375870069606,431
842,48471,2020,873.0346420323326,433.0,89014300.0,31114900.0,648.6974595842956,433
843,48471,2021,953.2857142857143,98.0,19599200.0,6173400.0,708.5204081632653,98
844,48473,2018,710.6278968080454,2287.0,475889600.0,179501400.0,546.8718845649322,2287
845,48473,2019,741.5060137457044,2328.0,511423900.0,193974700.0,568.9896907216495,2328
846,48473,2020,773.285084202085,2494.0,560316700.0,214747900.0,585.0994386527666,2494
847,48473,2021,930.7613882863341,461.0,103755600.0,38762800.0,711.5249457700651,461
848,48475,2018,509.6,5.0,707000.0,270000.0,352.0,5
849,48475,2019,630.5,6.0,777000.0,260000.0,428.8333333333333,6
850,48475,2020,680.2,5.0,620000.0,210000.0,485.4,5
851,48475,2021,582.0,1.0,35000.0,0.0,430.0,1
852,48477,2018,681.5982905982906,234.0,44652600.0,17454000.0,499.6794871794872,234
853,48477,2019,668.204255319149,235.0,46624400.0,17453600.0,485.49787234042554,235
854,48477,2020,702.1269841269841,252.0,52275200.0,19845400.0,513.7301587301587,252
855,48477,2021,735.1730769230769,52.0,9305500.0,3471000.0,512.5961538461538,52
856,48479,2018,1466.1246376811594,1038.0,208789300.0,41584100.0,1118.9913043478261,1035
857,48479,2019,1493.7510638297872,943.0,195056400.0,36296900.0,1144.523404255319,940
858,48479,2020,1541.1021505376343,933.0,192410900.0,40041500.0,1167.7193548387097,930
859,48479,2021,1907.7777777777778,261.0,52468100.0,11784400.0,1479.2107279693487,261
860,48481,2018,920.7844602166605,2677.0,404275500.0,124733700.0,729.5991781845349,2677
861,48481,2019,984.4326636904761,2688.0,444376800.0,139532900.0,777.7310267857143,2688
862,48481,2020,1069.2156941649898,2485.0,436198700.0,142866400.0,819.0535211267605,2485
863,48481,2021,1303.3488805970148,536.0,93231500.0,29321700.0,997.4309701492538,536
864,48483,2018,1567.2857142857142,7.0,1283500.0,240000.0,1223.0,7
865,48483,2019,1601.5,8.0,1311500.0,240000.0,1237.875,8
866,48483,2020,1554.25,8.0,1311500.0,240000.0,1166.25,8
867,48485,2018,995.5797629899727,1108.0,192948200.0,57992400.0,757.6736554238834,1097
868,48485,2019,993.1731898238747,1033.0,180602200.0,54302500.0,759.4119373776908,1022
869,48485,2020,1087.5118025751074,954.0,171930900.0,51945400.0,827.6856223175965,932
870,48485,2021,1090.3824884792627,228.0,41306700.0,11421000.0,826.3917050691244,217
871,48487,2018,1119.0666666666666,30.0,3972000.0,2111600.0,809.8,30
872,48487,2019,1192.72,25.0,3161800.0,1345600.0,857.12,25
873,48487,2020,1247.625,24.0,3536800.0,1345600.0,887.2083333333334,24
874,48487,2021,728.0,4.0,370000.0,110000.0,511.0,4
875,48489,2018,904.0222222222222,735.0,103733000.0,28686300.0,657.5013888888889,720
876,48489,2019,943.9325,815.0,118735100.0,34228900.0,700.29,800
877,48489,2020,888.1826923076923,847.0,133398800.0,43423100.0,632.8341346153846,832
878,48489,2021,934.5410958904109,146.0,21926500.0,6326500.0,638.0,146
879,48491,2018,763.5943556613397,3063.0,634971000.0,218306900.0,584.1625297517851,2941
880,48491,2019,737.8796864349011,3049.0,645732300.0,226535100.0,564.064076346285,2934
881,48491,2020,752.7971217971218,2964.0,637249600.0,228350900.0,565.8711828711829,2849
882,48491,2021,910.4768310911809,808.0,155062800.0,52791100.0,679.101644245142,669
883,48493,2018,826.2739130434783,230.0,45344400.0,15801700.0,615.0652173913044,230
884,48493,2019,981.8009478672985,211.0,40848100.0,14335300.0,750.7251184834123,211
885,48493,2020,988.2816901408451,213.0,40786800.0,15118500.0,749.4460093896714,213
886,48493,2021,878.1428571428571,63.0,11828900.0,4162500.0,655.2698412698413,63
887,48497,2018,1477.7914893617021,235.0,44201300.0,13418300.0,1169.9531914893616,235
888,48497,2019,1653.8471074380166,273.0,45308000.0,13878600.0,1319.2685950413222,242
889,48497,2020,1717.0,256.0,45570500.0,14794100.0,1366.482608695652,230
890,48497,2021,2558.7368421052633,57.0,13659900.0,4505200.0,2062.1754385964914,57
891,48499,2018,980.4646464646464,99.0,18707700.0,6131400.0,756.5656565656566,99
892,48499,2019,992.1590909090909,88.0,16917100.0,5330800.0,758.2272727272727,88
893,48499,2020,1069.6976744186047,86.0,16023500.0,5169500.0,808.046511627907,86
894,48499,2021,1447.148148148148,27.0,5283900.0,2010000.0,1118.5185185185185,27
895,48501,2018,1231.6363636363637,33.0,4358400.0,178200.0,983.4545454545455,33
896,48501,2019,1230.878787878788,33.0,4539100.0,280700.0,993.939393939394,33
897,48501,2020,1187.235294117647,34.0,4585500.0,285100.0,943.4117647058823,34
898,48501,2021,1250.875,8.0,1156900.0,100000.0,996.625,8
899,48503,2018,1364.5735294117646,68.0,9126300.0,1754400.0,1062.3235294117646,68
900,48503,2019,1392.5942028985507,69.0,9262900.0,2242000.0,1096.7246376811595,69
901,48503,2020,1422.85,60.0,7760300.0,1903600.0,1110.0333333333333,60
902,48503,2021,1643.142857142857,14.0,2019300.0,326800.0,1288.0,14
903,48505,2018,1358.2413793103449,29.0,3924600.0,580500.0,1057.9655172413793,29
904,48505,2019,1374.8666666666666,30.0,3323800.0,444000.0,1071.2666666666667,30
905,48505,2020,1436.65625,32.0,3310300.0,278000.0,1112.0625,32
906,48505,2021,1073.5,8.0,853700.0,160000.0,801.125,8
907,48507,2018,2006.3398058252428,103.0,10995200.0,3738700.0,1571.7961165048544,103
908,48507,2019,2090.09009009009,111.0,11697900.0,3903200.0,1637.045045045045,111
909,48507,2020,2120.35,100.0,10403300.0,3613300.0,1659.68,100
910,48507,2021,1457.5263157894738,38.0,3485700.0,291800.0,1062.5263157894738,38
911,72113,2020,461.0,1.0,30000.0,12000.0,158.0,1
